ID-IMG-Meme, texto
DS_IMG_2578,"Yo: *estoy un día fuera de casa"" Mi madre: raulmartinsanchez cuantocabron-com Ayertus orimos usaron tuconsola "
DS_IMG_422,"LADOBLE MORAL DE LOS CAMAREROS DE BAR lilo SIENTO , CHAVALES Pero AQHI SIN CAMISETA NO SE AtiEnDE NADIE! iVENGA CHICAS , SIN CAMISETA AQUI NO OS COBRAMOS! cuantocabron com "
DS_IMG_1254,Diablos nena cuantos leones tienes en esa jungla? Es broma jaja Pero tienes la cuca muy peluda y eso me gusta 
DS_IMG_136,"Felipe Calderón @FelipeCalderon La polarización es una estrategia para dividir, debilitar, confrontar y derrotar a los mexicanos. No la promuevas ni de broma! TODOS SOMOS MEXICANOS Queremos un México UNIDO No promuevas Ia polarizacion Festeja la Democracia 7.44 a. m. 11 jun. 2021 Twitter for iPhone "
DS_IMG_619,"recuerden AMIGAS , Sl +E GUStA UN HDMBRE DíSELO , ElLOS No ENtIENDEn INDIRECtAS , NI SABEN Interpretar LaS 'PIStAS"" EStAN Blen P ND Jos SHE-Ra YLAS MAMONAS DEL UNIVERSO HAStA LA PRÓXIMA AMIGAS "
DS_IMG_2009,Que le traigo? 2 hamburguesas con doble porción le papas fritas Oh espera compañía? Señorita; la comida es mi compañia 
DS_IMG_2701,"que me toca pronto boleto de Bad Bunny? La fila de Ticketmaster: iSerá '998,383,750,00 "
DS_IMG_2872,Tu tío LLegando al recalentado después de peLear por Los terrenos de La abueLa EL DEFORMA 
DS_IMG_1522,La mamá de mi amiga viendo como casi me acabo el kilo de tortillas: 
DS_IMG_1386,Cuando uno del bondi se te queda viendo. 
DS_IMG_495,ASI QUEERES HOMÓFOBO HABLEMOS OTRA VEZDETODO EL PORNO LÉSBICO QUELES Don con 
DS_IMG_1191,Cuando te arreglas horas para una cita y él Ilega con tenis y playera de fútbol. LaNOble vn2 
DS_IMG_721,"""Somos olvidados enla viday 1l recordados en la muerte "
DS_IMG_781,Cuando ya se acabó halloween pero tu vecino sigue colgado de un árbol. 
DS_IMG_2044,ELFRIO ESPsICOLoGICO; 
DS_IMG_363,Cualquiera: Las mujeres no deberían llevar.. Yo: Cállate bore pana com 
DS_IMG_1228,Dijiste que veríamos Netflix -iTela saco? Mo; pero no me mientas 
DS_IMG_410,ES ZROY HARTA DE LAS COCINITAS Queremos LIBERTAD DE DIVERSIÓN 
DS_IMG_482,"Los homofobicos del salon: Ojala y no nos toque ningun en el semestre Yo: Jlegande_ ni el coronavirus mató a tantas personas que tú con tus chistes; don comedia gei , "
DS_IMG_543, Mexico VsICuba México vs Costa Rica 
DS_IMG_2964,Mientras tanto . 8 TODA LA HINCHADA CERVECERA 
DS_IMG_3061,"C A2 6o B 08Oc A 150c 0,70c 2 1 3 ; 1 1 11 1 CON LA COLABORACIÓN DE SOS RACISMO "
DS_IMG_2266,HOYES SANWNL  HOYESIUEES 
DS_IMG_1631,Llega un cliente faltando 8 horas para cerrar Yo: Tos 58K NI 
DS_IMG_1842,cuando doña te pone un taquito demassin cobrarte iAdópteme Doña Pelos! pelos 
DS_IMG_2487,Mis compañeros y yo en el jale a 40 grados 
DS_IMG_1607,*La morra que me gusta se tarda en contestar* Yo: PARA NO ESTORBAR; ESTOY FUERA 
DS_IMG_1910,COSASQUENOTE [A@PASAR día iFeliz Padre! del 
DS_IMG_1373,ENALBURES MELASGANAN PEROALBURRO SELA MAMAN memegendatoes 
DS_IMG_899,Mi suegra: Mi hija dejó la leche a los dos años. Su hija en mi habitación: @icone Sexuai olo Gochnd ? 
DS_IMG_743,Yo cuando escuchó el himno nacional mexicano Ay que ser patriota no patriotero #SiguemeYTeSigo #FelizLunes OXXO Pagos de 21:16 27 2019 may. 
DS_IMG_16,"""Los blancos también ""Alos hombres sufren de racismo' I/ también nos matan"" NYPd "
DS_IMG_1978,PROGRAMARÉ LA FECHA DE NACIMIENTO DEMJHVOPARAESTE29DEFEBRERO iUN RECALODE CUMPLEAÑOSCADA 4 AÑOS! iEL MEJOR NEGOCIO DEL MUNDOL 
DS_IMG_2426,me quieren asustar con esta cuando pase por todo esto No No Ke ' 
DS_IMG_691,Yo después de hacer un huevo frito QUE TE COCINO MAMASITA? 
DS_IMG_1705,Yo siempre cuando vamos a comer ñYla coquita? 
DS_IMG_1530,"4 NORMY n Ichristiancelis monwuoe C souEO 0s DESPUESDELTIGIDEMIGCONTREO , ALFREDO ADAME SERA CONOGDOCOIOHDAIEERAJADO"" "
DS_IMG_569,Gere Por fin me siento representada. Es literalmente yo. 
DS_IMG_2192,#MasterChefMx Yo como Roy; cuando decidiste eliminarme de tu corazón. 
DS_IMG_627,"El Guarromántico @Guarromantico Me voy a mimir, ya la edad no me permite desvelarme y levantarme temprano  "
DS_IMG_2762,El mundo es de los aventados Juan Escutia 
DS_IMG_53,Puedes pintarte el 1  edes pintarte el cabello de colores 1 0 de colores 
DS_IMG_3272,iestoy Harta De Tu Flojeral iTe Vas Ahora MisMo! eme Haces La Maleta? 
DS_IMG_1858,"Ese momento que tu novia te dice ""Vamos a tener un nuevo familiar"" by felimosa Pero sale y vuelve a entrar con un perritc muy lindo y juguetón by fellmosa Nomames casime cago del susto "
DS_IMG_2716,No te voy a mentir Lisa yo en el mundial le voy Argentina 
DS_IMG_3199,"j OJo DEBE SER Mío, QUE LA GARRAFA HAY MucHo ESTA' VACíA! OLoR A GAS ! G< {9, Ae ` ACA' "
DS_IMG_1158,Busco novia Ilorona_ ~ypor Ilorona? ~porque la que no Ilora qué 
DS_IMG_2423,veces saludar como Pocoyo te alegra la vida: 
DS_IMG_2926,ODIO CUMPLIR AñOS MARIA EL VIERNES makeameme org 
DS_IMG_2176,*Tiránidos van a comer un mundo Ilamado Catachán* Los habitantes: Talvez unos machetazos te hagan reflexionar 
DS_IMG_2169,ME DIJISTE QUE NO BUENAS TOMABAS DECISIONES 
DS_IMG_90,Se cayó Free fire 247 386 comentarios Me Comentar Levantalo @gion Bien pensado Woodv gusta Bor 
DS_IMG_1412,PUTO CALOR METIENE HASTALAMADRE LASAKZASME HuNAIEON FColecdonando letras YLOSHUEVOSA GARRAS 
DS_IMG_1713,*Cuando ya terminaste pero el Te sigue dando sin parar* 
DS_IMG_584,El Guarromántico @ Guarromantico Después de criticar a medio mundo con mi amix. Pero quienes somos nosotros para [uzgar 
DS_IMG_3291,La mentira mas grande de Facebook: en linea yo: 
DS_IMG_492,SENADORES CONSERVDORES HOMOFOBICOS DE CAMINO A TENER EL SEXO GAY MAS HARDCORE Y CAÓTICO QUE HAYAS VISTO EN TU VIDA: Lanned emes 
DS_IMG_3187,"Puri Tlevas 5 pedos Pedro; te dlje que 3 euctos; tehas sonado los mocos era muy guarra en la almohada, en la cama, y me has escupido en dijiste que te las sábanas. encantaba . "
DS_IMG_359,Lógica de juguetes para niños tío cachas practica mente desnudo mujer atractiva Convierte a tu hijo en gay Juguete normal hetero 
DS_IMG_3209,La invité a salir y no trajo para su comida 
DS_IMG_3223,~iComo te puedo hacer feliz en la cama? ~No me despiertes. 
DS_IMG_2589,~Profe puedo ir al baño? Cuando regrese tu compañero se muerase 1o odio la escuela mi tio es abogado uutos pasa 1violar  fuera  me que endejo todos 
DS_IMG_702,El Guarromántico @Guarromantico Yo hablando con la persona que tiene el visto desactivado . 
DS_IMG_2282,iPor favor? Dame la receta de las Tlayudas. 
DS_IMG_177,TRAJE DE ZORRA cCOINCIDENCIAP iNO LO CREO! 
DS_IMG_2147,Cuando me proguntan Que celular {engo Huawei Carisimo por ciorto . 
DS_IMG_3298,Así esta el eclipse para los que no lo pueden ver 
DS_IMG_1119,@.Roumeb CHAROLANZYA PRTIEROTECONFUDITEDELOPEZ AHORA TECONFUNDISTEDE ANDRÉS 
DS_IMG_1676,"""Ala gorda drogala' se escribe igual al derecho reves. y al "
DS_IMG_1912,PUESZAMORD ERA UNA ABEJQ 
DS_IMG_1765,PINCHI PADRE CULERO LEDIJEQUEPOQUITAGENIZA 
DS_IMG_2856,25 de diciembre 3:55AM 1o mi tío Lasescrituras delterreno de mi papá Jaabuela 
DS_IMG_1062,Pierde el León y pierde mi familia 
DS_IMG_1011,Cuando un venezolano se entera que Dios le da pan al que no tiene dientes 
DS_IMG_382,YO NO SOY MACHISTA. EN MI CASA NOS EDUCARON IGUALA MI HERMANA Y A MI iIDIOTA? LA FAMILIA NO ES EL ÚNICO AGENTE DE SOCIALIZACIÓN memegenerator.es 
DS_IMG_1327,NO TE HAGAS WEYYO SE QUE TE GUSTA DEESTEVUELO 
DS_IMG_67,Cuando me preguntan si está bien entrar trabajar en Ingeniería dentro de la industria automotriz TAC 
DS_IMG_2117,K Creisi @KCreisi Cuando mis nietos me pregunten que tal fue el 2020 
DS_IMG_2506,N 8eparec8qugsonos Gicoš8 
DS_IMG_150,no soy clasista bro de hecho tengo amigos que no tienen acción en el nogal y los trato normal 
DS_IMG_659,Yo después de estar chIngue y chIngue que queria una relación Necesfto Decirle que ya nada 
DS_IMG_1144,Yo saboreandome tus ricas nalguitas bb 
DS_IMG_2242,"No importa pokémon seas te buscaré, te encontraré Y te atraparé Pekg""oy HATINOAMÉRICA qué "
DS_IMG_2620,[OSLLEVARONALDESPIOJDERO PEROSOYOPTINIISTA 
DS_IMG_1684,No dire nada hasta que Ilegue mi abogado_ 
DS_IMG_3177,Mi marido me Yo l mataría engaña Les hice agujeros 0 sus condones iTe mataré maldital Srupo Xistes 
DS_IMG_510,When juegas futbol y @ncima haces un baile de fornite % IS FerILILILs YeS M@Mos Tu estas Ilevando la homosexualidad demasiado lêjos xdxDxd Amino Amino 
DS_IMG_1472,4 Porque no me contestabas en el camino ? Yo en el camino : 
DS_IMG_2654,Argentina al ver que e tocó México 
DS_IMG_2839,"Yo: Ay qué bueno, ya va a terminar el día El reloj: 10.30 am Yo: "
DS_IMG_2682,"Después de que pierdan, nadie los recordará Ok 0 K Tal vez. Pero cuando ustedes no ganen, jamás les dejarán olvidarlo 8 "
DS_IMG_2523,@NTES DEVOTAR BENSALA CLASEDE PAISQUELE 
DS_IMG_452,cuando le dices a un huerfano chinga tu madre legion 'gandal KHERERGAD 
DS_IMG_1449,"CUANDO ANDAS CALIENTE, NO TIENES PAREJA, Y NO QUIERES SALIR CON HOMBRES NUEVOS #Me comprare un vibrador* "
DS_IMG_1143,vemosaffca @ilotujo engohambre JAJAIAAIA Pyotanbien: V 
DS_IMG_1466,CUANDOELLA ES LA QUE VA AL POLE ~lHjje aSONal Tamck Jg 
DS_IMG_2789,"ERESEL HAZMEREIR DELASERIEA DICESQUEVAS AIOLVER ASER TEMIBLEPERO LE TEMESHASTAAZBENEVENTO 1 PERO NOPUEDOENOIARIECONTLGO, SE OUF ToIERÁSASERTIBZE Hege Con ei deporge en MEMEDEPORTEScOM 7899 "
DS_IMG_2314,#BUENOLOSNOMINADOSSON 
DS_IMG_2175,SHQUESIIOEODURMO INO DUERME NADIEI 
DS_IMG_1478,Nada más no te vayas a ilusionar Yo: 
DS_IMG_82,Yo: Este clima esta bien feo. El clima: Estamos 
DS_IMG_2214,alueleapozle Imagen creada en GeneradorMemes con 
DS_IMG_696,Cuando se enferma una mujer Estoy bien; sólo estoy un poco cansada- COM Cuando se enferma un hombre Escúchenme atentamente familia estas podrían ser mis últimas palabras. ocionak; WwW  
DS_IMG_449,La enfermera explicando a los pacientes los riesgos que causa tomar alcohol // La enfermera anoche Heine 
DS_IMG_3231,MIRA CARMEN Aquí Dice Que EN MÉxICo SoMoS EL SEGUNDo PAIS DE AMÉRICA LATINA Con MÁS IMIDELIDAD cHI#s@Dos ES CARMEN?! i2QUiÉn 
DS_IMG_3113,Blanca y que tiene ese principe que estas tan enamorada? 
DS_IMG_2320,"iDespués de la pandemia y el volcán no íbamos nosotros? No. Pandemia, volcán, guerra y después nosotros. "
DS_IMG_2123,Cuando estoy revisando mis apuntes de matemáticas y no me acuerdo cómo saqué el resultado KOMO LO ZUPE? 
DS_IMG_1806,El Compa :v @ElCompav] Cuando la 3ra guerra mundial va a comenzar y México descongela a Don Roque 
DS_IMG_1557,Cuando tu novia quiere el segundo round pero todavía no te recuperas. Jackie Cordova 
DS_IMG_600,Mujeres escuchando chistes misóginos: HTe pasaste) hijo de putol Hombres escuchando chistes misándricos: IMSON INSTITUTO MeMELÓGICO DE Sonora Es cierto;soy estúpido xdd IMSON Memedroid 
DS_IMG_2522,sY @OMO ESTA EL CALOR EN MÉXICO? 
DS_IMG_1778,GJTENGO25sANDIAS Y 5 GATos CUANTOS ZAPATOS QUEDATNP MORADO;PORQUE Los ELEFANTES NO HaBLAN 
DS_IMG_2444,"Indio OSTER Mirenlo, pisteando de todo como un animal ULTRA No como el señorito Ultras caguahita CARTA BLANC "
DS_IMG_432,"Yodepuesdehaceredhiste massexnsta,n@dist@y bomofóbico Delahistoda @unaruni8 deamigos "
DS_IMG_2050,Estoy aburrido Estabas 
DS_IMG_751,El Guarromántico @Guarromantico G6 Mañana me levantaré temprano y 99 haré ejercicio 
DS_IMG_911,CREES QUEESTO ES HUMOR NEGRO? ESTO ES HUMOR NEGRO Esees nás naçido que Va nediu 1 | Poseidown 
DS_IMG_1609,Por mensajes Cuando le publicas 0 etiquetas en algo Ni siquiera sé quién eres 
DS_IMG_2309,2; ampliar Yo El lunes otra vez 
DS_IMG_1275,TU DICIEMBRE MI DICIEMBRE fhwiru 
DS_IMG_604,MUJERES CUANDO NO HAY SHAMPOO No me lavare el pelo HOMBRES CUANDO NO HAY SHAMPOO Será detengente entonces Confd?iel 
DS_IMG_1329,El dia está como para hundirla toditay 
DS_IMG_938,encuentras bien? Humor NeGro 60 bien? LTe parece que esto es estar bien? cTe eYo 
DS_IMG_1990,[OERALA CORRECT] YLO SABES zemegeneratoes 
DS_IMG_2543,[Cuando lleguemos a Méxicol no diremos nada Owo{Oiogqu pero habrá señales 
DS_IMG_1869,TE ODIO 
DS_IMG_3136,Mi amor & Has visto mi de dientes electrico h#tp:/ / xlstus 25 cepillo Breree? 
DS_IMG_2876,ENDAS @OMOHOY Aleoiz]' 1 ODIO MTRABAJO Siguete Tiendo del deporte en MEMEDEPORTES COM 
DS_IMG_614,"AMOR, ECÓMO LA PASASTE EN LA PLAYA? Ay ABURRIDISIMA CON MIS AMIGAS! ~ "
DS_IMG_498,el man que tando horas e hacer un edit de Goku Vendo @oo un niño @andy se lø rba [ara hacer sus Menes homofgbicos Machisias p@jeros yalabando 0 los heterosexuales subiendo loa Youtube shonts; 
DS_IMG_1378,Todos: :Como le haces para verte más joven? Yo: 
DS_IMG_198,ODIO A LAS PERSONASCLASISTAS memegenerator.es 
DS_IMG_1205,Como cuando en ves de ponerle leche al cereal le pones cereal a la leche :v ezthoy biem menzo xdDxdXxd 
DS_IMG_1564,Cuando te invitan a una fiesta muy lejos de tu casa y ahora no sabes cómo regresarte. Bu2 
DS_IMG_2875,EL DEFORMA Este gatito intentó entrar a una exposición de fotografías de gatos pero se le negó la entra cES PORQUESOY NEGRO? 
DS_IMG_2411,LO QUE PAGO: prime 1 video G ST Netflix Prime Vis. Disney+ HBO MAX Star + LO QUE VEO: Servlcic eecinc gene 
DS_IMG_2586,iSe adelanta 0 se atrasa el reloj? iQue hora es? iQue día es hoy? iQuién soy iQuiénes son ustedes? yo? 
DS_IMG_77,Jeon Jungkook @jeon97 Con mi Pinky friend. Bueno; en realidad es mi Marrón friend jaja. Te quiero mucho amigo. 
DS_IMG_1309,Yo adolorida y sin poder sentarme porque en mi calentura dejé que me la metieran por el Anastacio 'evolución 
DS_IMG_71,"MAORèA 5upzr Campions"" betoo Boys iVETE A RECOGER PLÁTANOS! Emirates FLY FANBOLERO T U D 0 8 | $ D E F U T B 0 L PDTT22 laLiga betTR "
DS_IMG_651,Va a necesitar una nueva transmisión. àQué es una transmisión? Jaja- àDije una? Quise decir dos transmisiones. 
DS_IMG_2403,Quita esa pinche cara 0 no vas a ningún lado. 
DS_IMG_431,Si fueras mujer; no te disgustaría que TODO lo haga lento. vampipe ~ @vampipe 1d Por lo menos ahora sé que no soy el único al que le irrita que todo lo haga tan lento. 
DS_IMG_1766,cY SI ME QUITO LOS DIENTES NO MEDENIUGAR? 
DS_IMG_2548,"Mijito, tú que estudiaste y le sabes a eso de las finanzas 4 La Diferencia DIFERENCL Norteño Banda financiamemn24 de cervezas "
DS_IMG_1697,Yo ignorando al auto de al lado después de casi chocarlo 
DS_IMG_169,@yesungscloudx 27min Mexico Argentina ansrita cespués de que sinads n2s csn teao Tacisic clasismo xenofodia Gue (enemos@n Mas prolunud 0e Questic80 Fmexicovssaudiarabia 300 dinos= 
DS_IMG_448,EHUORREGROES COMOELGANCER @LGUNOSLOTENEN [OTROSGO memeaencrafores 
DS_IMG_2126,"""Paquete de bienvenida del vecino del piso de arriba"" "
DS_IMG_486,No soy homöfóbico PWR@ 
DS_IMG_1642,Yo después de 1 hora de chisme: lioc laooPSEEncin] Pero quiénes somos nosotros para juzgar 
DS_IMG_855,Que alegría ver a todas las chicas del grupo juntas 
DS_IMG_2313,Usar un meme solo porque es viral Considerar si a mi marca le conviene usar memes InoMiDcoin 
DS_IMG_3072,FUE UN TRABAJO DE EQUIPO 
DS_IMG_1209,Quien carajos come zanahoria cuando se baña ? 19 4 
DS_IMG_3054,pQué hacer con esta publicación? Fonar Facebook pBra reviston Accarto Iato si Incumrale nusuas Normes comundora8 Bloquear Gkineter Memes ncdran coniocie  Ocuitaricoo Skin-O-Meter Aemes eta:onseuoo 5u 7 Herer 
DS_IMG_1987,Ayuda me están embargando la casa 
DS_IMG_2840,desmotivocioneses odio tu post 
DS_IMG_2361,TENIA QUE DECIR Y SE LOS MEJORES DIJO! MEMES DE 2019 =f L F R M E [ 0   m < [  iSE 2 
DS_IMG_2252,cuantas mi presi. ? eou 
DS_IMG_1884,CUANDO NO TIENESCHIMENEA PERO SANTA QUIEREENTRAR PARA DARTEELREGALO 
DS_IMG_2442,"DAHLANAGALZKE @DanianaGatzke ""Se sienta a mirar tele con su mamá* Yo: Ay que aburrimiento y si me das permiso para salir qué g 2 1 "
DS_IMG_1036,Lo mejor del cumpleaños de mi sobrino; fue cuando Ilegó el Capitán Centroamérica. Uu A 
DS_IMG_173,de [ Usuarios Twitter Facebook Chume] Topres 
DS_IMG_185,Odiaeimperialismo Recuerda con orgullo elimperio Azteca facebook com / PumaCapitalistaUNAM qok com / Derechaliberal 
DS_IMG_2040,"ENSEÑANDO CON MEMES? iiiWHATSSSS""! cTU "
DS_IMG_2223,VISTETE COMO SI FUERA A VERTE TU EX 
DS_IMG_2497,"Yo: Es simulacro; avisaron; no p2, todo bn También yo cuando suena la pinche alerta sísmica: Translate Tweet hay "
DS_IMG_1224,"Natalia, si quieres vamos a mi casa a comer No puedo estoy a dieta Tranquila, lo que te vas a comer no engorda.. algo. "
DS_IMG_778,~Quiero que me des hasta que me dé calambruca ~{Qué es eso? ~Calambres en la cuca iDiablos señorita! 
DS_IMG_396,"-Yo: no creo que necesite carrito ni canasta ~Yo 7 min después: na, "
DS_IMG_315,feminismo Diciohakio lemniulano femipismo substantiro mnascuino 
DS_IMG_214,Hombre borracho arma vergueo empuja a una dama y es clasista con alguien de clase media baja Feministas Todos somos humanos y cometemos errores Maldito alcohólico misógino y clasista te odio 
DS_IMG_2414,"He bajado la basura, todo bien "
DS_IMG_2256,@UAMDOPIQUVEWA @MARII@ YWERMAEZEN JGAR [NIS iTengomiedol 
DS_IMG_871,"a salir adelante con la del señor: El señor: ""Voy  ayuda "
DS_IMG_3019,Nadie...absolutamente nadie Ship lesbicos Memes yuri Dios como te odio Juro que te matare Memes yuri Aqui con mi Besti Ufff hora del Hard yuri: 
DS_IMG_473,LA HOMOFOBIA ES MUY ESTÚPIDA OSEA TE ENOJAS PORQUE LE DAN PITO A OTRO? MI PANA ESOS SON CELOS 
DS_IMG_472,Profe roorogghas ' Ja Cállate maricón 'Ugogedegósu g85649r8o Profe; respete BESO 
DS_IMG_2465,CUANDO VESAMEXICOEMPATANDO CON BRASIL Nel fanlOc PEROLUEGOTEDAS CUENTA FAi QUE NOESBRASL ES JAMAICA HE TheE Rootbal Jamaica) ^coerato} 
DS_IMG_419,"Sociedad antes: Que bonito se ve su hijo Gracias en ese vestido Sociedad ahora: {Por qué azul para los niños rosa para las niñas? Son sólo colores señora, Maldita sociedad heteropatriacal de hacer tanto escándalo 'iSOY NO BINARIO! - deje "
DS_IMG_365,cuando eres una mujer Iuerte e Independiente en contra de] Ipatríarcad mi_cuerpo mis reglas AmAsush VV 50y muerteal hombre Hu y Ausa0 ahora te boté 
DS_IMG_139,AVRAN LOS MOLES ELCOVID ES MENTIRALLQ GUCCI MEMESMALARpoSPARA ; GEMTEBTE 1o M 
DS_IMG_2235,mijo uengaquenoespaeso 
DS_IMG_1686,Cuando te das cuentaque creíste que había un pelo en tu pantalla 
DS_IMG_116,cOMKARMVEMUSERDHORA MSM BIS RASH COM@RMsIERACONASLOW 
DS_IMG_221,"[O ME GUSTALANUEVA MODA DE LOS MEMESOFENSIVOS, PARA ESO ESTAN LOSREGROS, CON PERDON memegenerator.es "
DS_IMG_2765,QUEFESTEJARASEL DíADELESTUDIANTE QUE SESIENTE REPROBAR 3 MATERIAS memegenerator es 
DS_IMG_2001,TODOS TE DESEAN FELIZ NAVIDAD MENOSEL GATO 
DS_IMG_3095,"MEDIO QUEERA MEDIO BURRO PENSE QUE NO SABIA LEER, AHORA NO PUEDO HI SENTARI "
DS_IMG_3235,Nmms si existen Jajajajajaja C 
DS_IMG_2304,Cuando el callado del salón se une a la clase en línea 
DS_IMG_2083,"Mensaje de la Maestra: ""Les enviamos la de materiales que sus hijos deben traer, es para una sorpresa' Ya quiero abrir mi regalo sorpresa que yo misma me compré lista "
DS_IMG_2790,ESTAMOS MUERTOS 16 18 COLERO 
DS_IMG_907,"Dile a una Mujer mil veces que la Amas, jamas te creerá Dile gorda una sola vez, y jamás lo olvidará en toda su vida "
DS_IMG_2877,EL DEFORMA Qué gusto verte muchacho Ya eresunadulto 
DS_IMG_1524,HEYTELOSACO SIMALBURSINGZBUR mamegeneratore 
DS_IMG_1121,VAMOS 4 OFENDER 4 TOdos AL MISMO TIEMPO Ct 1 6 ct tesr 
DS_IMG_2853,Cuando te echas una cascarita después de rifarte un tiro con Spider-Man EL DEFORMA Vala Fama 
DS_IMG_3276,8 8 al menos podrias haberte afeitado 
DS_IMG_2989,NO ME FUNCIORO [RAJUGAR FÚTBOL {Gltoci PUES TRABAJO ENELOXXO 
DS_IMG_58,"Un día venden empanadas en Acapulco, y al otro eres #PeterPan bien ahí #PeterPanAndWendy "
DS_IMG_551,Por ser el dla de |a mujer pones Wi Fien Ja cosina :V Hazlo paramantener contenta alaDabosa xdxD 
DS_IMG_2325,Lo que tengo: HBO N Piaee max Lo que veo: Iyzan Disnep+ 
DS_IMG_1094,"Díganme chicas icuantas de ustedes se necesitan para hacer una marcha? Así menos una. Yese fue el último chiste que hizo Franco Escamilla antes de ser cancelado. ANOS BERISTRIPSESP  es, "
DS_IMG_3052,~Buenas àTiene curitas color piel? ~Cinta negra en la Ferretería joven 
DS_IMG_2838,El WEY DE CAFÉ TACVBA EN EL VIVE LATINO 
DS_IMG_1731,Alguien sabe que raza es este perro? 
DS_IMG_3056,Cuando ves a un negro superándose yestudiando M Vamos robate un lápiz 0 algo; seque lo deseas 
DS_IMG_994,"""MEXICHANGOS"" P"":GUÁNTASCOPAS TENÉS?* Mêx LAS MALVINAS SE INGLÉS"" DE LA ""PESODEVALUADO"" ""NARIZONES"" @SALTAMUROS"" 'QUITARON ""LES TEXAS"" ""EN HABLA ""MESEROS CONDESA"" "
DS_IMG_1839,Un mexicano: (Sorprendido):NO MAMES (Entretenido):NO MAMES (Enojado):NO MAMES (Triste):NO MAMES (Asustado):NO MAMES Pues si wey no mames ~tubnos Tortillinas 
DS_IMG_665,"-iMamá, crees que soy feo? -Pregúntale a tu novia ~iCual novia? ~Exacto ya vazta por fabor "
DS_IMG_1816,;Detengan a ese negro! Horacevanto Oad Oaqugdag 
DS_IMG_354,CUANDO ALGUIEN HACE UNA BROMAMACHISTA YTODOS TUS AMIGOS SABEN QUE TÚ ERES LA FEMINISTA OFICIAL DEL GRUPO 
DS_IMG_2977,LEHACESMIZESDE MEMESOFENSIVOS SIGUE PENSANDO QUE ERES COMOSUHERMANO memegenerator es 
DS_IMG_154,"ERES CLASISTA, PERO NO TIENES CLASE ENFINJZA HIPOCRESIA memegenerator es "
DS_IMG_50,No debí aser eso jaja 
DS_IMG_1013,quandoeldestae908 {tepide @ celullarpestado DoahoraporkVor 
DS_IMG_1595,*Cualquier amigo me habla* Yo: Ayúdame con m tarea xfa 
DS_IMG_2449,iY si la niña vidente tenía razón y ya estamos muertos? 
DS_IMG_1560,Mi cara cuando El amor veo al amor de mi vida de mi vida 
DS_IMG_1052,papá que es {el humor negro? ives ése hombre sin brazos?. Dile que aplauda pero papá soy exacto Storishif | Memedroid ciego 
DS_IMG_2951,CUANDO ARMAS LA BORRACHERA CON TUS EXCOMPAÑEROS DE LA ESCUELA_ LoS GUERREROS Z SE REÚNEN DE NUEVO 
DS_IMG_1017,"~Si muriera mañana 'iQué me dirías hoy? ~PRESTAME DINERO , Marana TG PaGo Juanitomemes "
DS_IMG_1331,ROSA LA MANGUERA 
DS_IMG_814,'iMírenlo mezclarsey formar una civilización mestiza comounanimall @@dayckwohispanidad Nocomoelseñorito <segregación; racismo científicoy limpieza étnicay 
DS_IMG_1100,"cuando te acuerdas que es la hija de tu papá MORNINGSTAR' $ HUMoRULLTRA BLACK Momingstars HumorUltraBlack , "
DS_IMG_2665,IMEMESWWU Los Partido de oscars México 
DS_IMG_1804,Cuando te dicen Chaparrita Sosten mis Danoninos iQuieres un pocuie esto pinche jirafa? 
DS_IMG_2852,"Tu cara cuando conoces a una doña que te contó que le dieron como cajón que no cierra, todo para que al final no te dijera dónde está el diamante. EL DEFORMA "
DS_IMG_499,"""Tercera guerra mundial"" Los que juegan Free fire: 4822258g "
DS_IMG_1689,El Guarromántico @Guarromantico_ Un dia eres joven y al otro aprovechas los fines de semana para lavar ropa. 
DS_IMG_1698,Yo reflexionado después de endeudarse por 2 años con un teléfono. nado 
DS_IMG_508,Cuando hablan mal de la comunidad gay Sostén bandera mi 
DS_IMG_1814,Adiós a La Monja Hola a la Hermana Flor ELoR 
DS_IMG_2746,TE QUIERO MUCHO PACO MEMO NUPRO: 
DS_IMG_2638,Váyanse alv MILEY CYRUS VENDRÁ A MÉXICO #coronacapital2022 *gritos @e perta loca? 
DS_IMG_2978,COMOODIO LOSMARTES memegenerator.es 
DS_IMG_1846,Cuando digo cuando sea grande: yme aoy cuenta que soy grande 
DS_IMG_3273,eSolo tienes que decir mentiras? de fácil? {Y ya? &Así 
DS_IMG_288,"MACHISTA =FEMINISTA Es peludo Es peluda ~Seduce mujeres Seduce mujeres -~Cree que las mujeres ~Cree que los hombres son inferiores son inferiores ~Se cree capaz de Se cree capaz de hacer todo, luego deja hacer todo, luego deja ver su incompetencia ver su incompetencia ~Se pasea por las calles Se pasea por las calles con el torso desnudo con el torso desnudo Es violento y ~Es violenta y temperamental temperamentab -No lava trastes ~No lava trastes ~No cocina ~No cocina -Maltrata a su novia Maltrata a su novia -Ve a los niños como -Ve a los niños como una carga una carga "
DS_IMG_500,Cuando estoy en el baño de la eskuela y entran los vatos homofóbicos de mi salón a besarse y a tocarse 
DS_IMG_1901,COMESTEPINCHEFRIOO HAY QUETRAER BEN TAPADO EL CHANGO 
DS_IMG_1593,Mi ex y yo encontrándonos en la sala de espera del psicólogo. Pd NY 
DS_IMG_2057,OYEMIITO TU QUE ESTUDIASTE CRIMINALISTICA_ eecom CHECA SI ESTAN BIEN MUERTAS LAS CAGUAMAS . YA 
